MOBILE;1;PERSONNAGE;13;25;793;1066
MOBILE;2;PERSONNAGE;15;27;793;1066
MOBILE;3;PERSONNAGE;17;25;793;1066
MOBILE;4;PERSONNAGE;13;41;793;1066
MOBILE;5;PERSONNAGE;19;36;793;1066
MOBILE;6;NAVIRE;7;18;793;1066
MOBILE;7;NAVIRE;8;47;793;1066
MOBILE;8;NAVIRE;10;16;793;1066
MOBILE;9;NAVIRE;15;40;793;1066

ACTION;1;DEPLACEMENT;1;0
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;-1;0
ACTION;1;DEPLACEMENT;1;0
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;-1;0

ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;1;0
ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;1;0
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;-1;0
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;-1;0

ACTION;3;DEPLACEMENT;0;1
ACTION;3;DEPLACEMENT;1;0
ACTION;3;DEPLACEMENT;0;1
ACTION;3;DEPLACEMENT;1;0
ACTION;3;DEPLACEMENT;0;-1
ACTION;3;DEPLACEMENT;0;-1
ACTION;3;DEPLACEMENT;-1;0
ACTION;3;DEPLACEMENT;-1;0

ACTION;4;DEPLACEMENT;0;1
ACTION;4;DEPLACEMENT;0;1
ACTION;4;DEPLACEMENT;1;0
ACTION;4;DEPLACEMENT;0;-1
ACTION;4;DEPLACEMENT;0;-1
ACTION;4;DEPLACEMENT;-1;0

ACTION;5;DEPLACEMENT;0;1
ACTION;5;DEPLACEMENT;0;1
ACTION;5;DEPLACEMENT;1;0
ACTION;5;DEPLACEMENT;1;0
ACTION;5;DEPLACEMENT;1;0
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;-1;0
ACTION;5;DEPLACEMENT;-1;0
ACTION;5;DEPLACEMENT;-1;0
ACTION;5;DEPLACEMENT;0;1

ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
