MOBILE;1;NAVIRE;3;30;830;1066
MOBILE;2;NAVIRE;5;22;830;1066
MOBILE;3;NAVIRE;3;55;830;1066
MOBILE;4;NAVIRE;5;2;830;1066
MOBILE;5;PERSONNAGE;20;17;911;1066
MOBILE;6;PERSONNAGE;22;25;911;1066
MOBILE;7;PERSONNAGE;28;30;911;1066
MOBILE;8;PERSONNAGE;24;54;960;1066
MOBILE;9;PERSONNAGE;12;10;911;1066

ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;0;1
ACTION;1;DEPLACEMENT;1;0
ACTION;1;DEPLACEMENT;1;0
ACTION;1;DEPLACEMENT;1;0
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;0;-1
ACTION;1;DEPLACEMENT;-1;0
ACTION;1;DEPLACEMENT;-1;0
ACTION;1;DEPLACEMENT;-1;0

ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;0;1
ACTION;2;DEPLACEMENT;1;0
ACTION;2;DEPLACEMENT;1;0
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;0;-1
ACTION;2;DEPLACEMENT;-1;0
ACTION;2;DEPLACEMENT;-1;0

ACTION;3;DEPLACEMENT;0;1
ACTION;3;DEPLACEMENT;0;1
ACTION;3;DEPLACEMENT;0;1
ACTION;3;DEPLACEMENT;1;0
ACTION;3;DEPLACEMENT;1;0
ACTION;3;DEPLACEMENT;0;-1
ACTION;3;DEPLACEMENT;0;-1
ACTION;3;DEPLACEMENT;0;-1
ACTION;3;DEPLACEMENT;-1;0
ACTION;3;DEPLACEMENT;-1;0

ACTION;4;DEPLACEMENT;1;0
ACTION;4;DEPLACEMENT;1;0
ACTION;4;DEPLACEMENT;1;0
ACTION;4;DEPLACEMENT;0;1
ACTION;4;DEPLACEMENT;0;1
ACTION;4;DEPLACEMENT;-1;0
ACTION;4;DEPLACEMENT;-1;0
ACTION;4;DEPLACEMENT;-1;0
ACTION;4;DEPLACEMENT;0;-1
ACTION;4;DEPLACEMENT;0;-1

ACTION;5;DEPLACEMENT;0;1
ACTION;5;DEPLACEMENT;0;1
ACTION;5;DEPLACEMENT;0;1
ACTION;5;DEPLACEMENT;1;0
ACTION;5;DEPLACEMENT;1;0
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;0;-1
ACTION;5;DEPLACEMENT;-1;0
ACTION;5;DEPLACEMENT;-1;0

ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;0;1
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;1;0
ACTION;6;DEPLACEMENT;0;-1
ACTION;6;DEPLACEMENT;0;-1
ACTION;6;DEPLACEMENT;0;-1
ACTION;6;DEPLACEMENT;-1;0
ACTION;6;DEPLACEMENT;-1;0

ACTION;7;DEPLACEMENT;0;1
ACTION;7;DEPLACEMENT;0;1
ACTION;7;DEPLACEMENT;0;1
ACTION;7;DEPLACEMENT;1;0
ACTION;7;DEPLACEMENT;1;0
ACTION;7;DEPLACEMENT;0;-1
ACTION;7;DEPLACEMENT;0;-1
ACTION;7;DEPLACEMENT;0;-1
ACTION;7;DEPLACEMENT;-1;0
ACTION;7;DEPLACEMENT;-1;0

ACTION;8;DEPLACEMENT;0;-1
ACTION;8;DEPLACEMENT;0;-1
ACTION;8;DEPLACEMENT;0;-1
ACTION;8;DEPLACEMENT;1;0
ACTION;8;DEPLACEMENT;1;0
ACTION;8;DEPLACEMENT;0;1
ACTION;8;DEPLACEMENT;0;1
ACTION;8;DEPLACEMENT;0;1
ACTION;8;DEPLACEMENT;-1;0
ACTION;8;DEPLACEMENT;-1;0

ACTION;9;DEPLACEMENT;0;1
ACTION;9;DEPLACEMENT;0;1
ACTION;9;DEPLACEMENT;1;0
ACTION;9;DEPLACEMENT;1;0
ACTION;9;DEPLACEMENT;0;-1
ACTION;9;DEPLACEMENT;0;-1
ACTION;9;DEPLACEMENT;-1;0
ACTION;9;DEPLACEMENT;-1;0
